freq,unit,sector,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_NAC,S1D_OTH,ED1,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED1,IS	71.4 	76.4 	82.5 	90.9 	103.9 	116.5 	126.8 	136.0 	148.9 
A,MIO_NAC,S1D_OTH,ED1,IT	12.8 	9.4 	9.4 	9.1 	1.1 	1.5 	1.5 	35.3 	20.8 
A,MIO_NAC,S1D_OTH,ED1,LT	2.5 	2.8 	2.5 	3.3 	3.1 	3.0 	3.2 	3.7 	3.3 
A,MIO_NAC,S1D_OTH,ED1,LU	1.1 	0.7 	0.6 	0.6 	0.7 	0.7 	0.7 	0.8 	0.7 
A,MIO_NAC,S1D_OTH,ED1,LV	0.7 	0.5 	0.5 	0.5 	0.8 	4.8 	3.7 	4.9 	2.0 
A,MIO_NAC,S1D_OTH,ED1,MT	0.0 	0.1 	0.0 	0.0 	0.0 	0.0 	0.3 	0.3 	0.0 
A,MIO_NAC,S1D_OTH,ED1,NL	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1,NO	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1,PL	: 	: 	: 	: 	: 	151.5 	231.6 	189.4 	220.2 
A,MIO_NAC,S1D_OTH,ED1,PT	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1,RO	1.2 	12.9 	16.1 	25.7 	21.3 	13.3 	13.1 	10.2 	8.7 
A,MIO_NAC,S1D_OTH,ED1,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED1,SE	: 	: z	: z	: z	0.0 	0.0 	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED1,SI	1.2 	1.3 	1.5 	1.4 	1.7 	1.5 	1.6 	4.6 	2.6 
A,MIO_NAC,S1D_OTH,ED1,SK	: 	3.9 	6.6 	25.2 	25.0 	7.5 	26.0 	25.6 	27.4 
A,MIO_NAC,S1D_OTH,ED1,TR	745.9 	886.2 	946.5 	874.4 	1958.5 	2397.9 	3093.2 	2808.5 	2634.2 
A,MIO_NAC,S1D_OTH,ED1,UK	840.3 	897.4 	946.0 	845.1 b	1330.7 	1407.9 	2114.4 	1953.2 	: 
A,MIO_NAC,S1D_OTH,ED1_2,AT	26.3 	29.2 	32.8 	54.7 	59.4 	25.9 	53.3 	11.1 	27.4 
A,MIO_NAC,S1D_OTH,ED1_2,BE	9.0 	7.4 	8.6 	7.4 	9.2 	6.7 	8.0 	8.3 	9.7 
A,MIO_NAC,S1D_OTH,ED1_2,BG	3.8 	6.0 	4.7 	4.1 	3.5 	2.2 	1.2 	1.2 	1.7 
A,MIO_NAC,S1D_OTH,ED1_2,CH	: 	: 	: 	: z	: z	16.9 	15.2 	: 	18.8 
A,MIO_NAC,S1D_OTH,ED1_2,CY	6.4 	5.9 	6.5 	8.3 	7.6 	6.4 	6.6 	6.5 	5.6 
A,MIO_NAC,S1D_OTH,ED1_2,CZ	1219.6 	1216.9 	1216.5 	1218.4 	1219.6 	1535.5 	1983.9 	2430.7 	2889.6 
A,MIO_NAC,S1D_OTH,ED1_2,DE	0.0 	0.0 	0.0 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED1_2,DK	: z	: z	: z	: 	92.7 	46.6 	180.6 	524.6 	595.3 
A,MIO_NAC,S1D_OTH,ED1_2,EE	0.0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED1_2,EL	8.5 	6.0 	1.1 	1.1 	0.8 	0.8 	0.8 	1.5 	: 
A,MIO_NAC,S1D_OTH,ED1_2,ES	218.7 	238.8 	241.1 	248.4 	250.6 	252.4 	253.7 	255.1 	303.5 
A,MIO_NAC,S1D_OTH,ED1_2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1_2,FR	120.9 	120.6 	113.7 	114.5 	107.6 	110.2 	107.1 	110.6 	78.4 
A,MIO_NAC,S1D_OTH,ED1_2,HR	: 	: 	: 	: 	9.0 d	: d	: d	13.0 	7.2 
A,MIO_NAC,S1D_OTH,ED1_2,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED1_2,IE	: z	: z	: z	223.8 d	221.4 	219.3 	182.5 	126.5 	132.6 
A,MIO_NAC,S1D_OTH,ED1_2,IS	93.1 	99.7 	107.7 	118.6 	135.5 	152.1 	165.4 	177.5 	194.3 
A,MIO_NAC,S1D_OTH,ED1_2,IT	25.2 	18.2 	17.7 	17.5 	4.4 	7.8 	6.1 	62.0 	40.0 
A,MIO_NAC,S1D_OTH,ED1_2,LT	7.2 	8.4 	7.6 	9.5 	9.0 	8.7 	9.0 	10.7 	9.2 
A,MIO_NAC,S1D_OTH,ED1_2,LU	2.4 	1.9 	2.2 	1.7 	2.1 	1.2 	2.7 	2.6 	2.2 
A,MIO_NAC,S1D_OTH,ED1_2,LV	1.2 	0.8 	0.8 	0.7 	1.1 	7.0 	5.5 	7.4 	3.1 
A,MIO_NAC,S1D_OTH,ED1_2,MT	0.5 	0.7 	0.5 	0.5 	0.5 	0.3 	0.7 	0.3 	0.0 
A,MIO_NAC,S1D_OTH,ED1_2,NL	140.5 	129.5 	121.9 	108.9 	105.8 	112.0 	121.7 	134.8 	134.4 
A,MIO_NAC,S1D_OTH,ED1_2,NO	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1_2,PL	: 	: 	: 	: 	: 	287.0 	336.1 	309.5 	333.7 
A,MIO_NAC,S1D_OTH,ED1_2,PT	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED1_2,RO	1.7 	22.8 	30.5 	34.5 	27.6 	24.0 	25.2 	23.5 	15.3 
A,MIO_NAC,S1D_OTH,ED1_2,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED1_2,SE	: 	: z	: z	: z	0.0 	0.0 	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED1_2,SI	1.9 	2.0 	2.4 	2.3 	2.6 	2.4 	2.5 	7.1 	3.8 
A,MIO_NAC,S1D_OTH,ED1_2,SK	: 	9.2 	14.7 	55.0 	54.0 	16.2 	55.2 	56.4 	58.0 
A,MIO_NAC,S1D_OTH,ED1_2,TR	1488.2 	1747.9 	1865.8 	1752.1 	3897.2 	4891.3 	6226.1 	5586.3 	5067.8 
A,MIO_NAC,S1D_OTH,ED1_2,UK	1232.0 	1267.9 	1300.1 	1378.7 b	2154.3 	2291.9 	3690.4 	3347.3 	: 
A,MIO_NAC,S1D_OTH,ED2,AT	13.9 	17.3 	14.4 	24.8 	24.6 	19.4 	21.3 	11.1 	1.5 
A,MIO_NAC,S1D_OTH,ED2,BE	2.7 	1.9 	2.0 	2.0 	2.0 	1.8 	4.6 	1.5 	4.5 
A,MIO_NAC,S1D_OTH,ED2,BG	3.8 	6.0 	4.7 	4.1 	3.5 	2.2 	1.2 	1.2 	1.7 
A,MIO_NAC,S1D_OTH,ED2,CH	: 	: 	: 	: z	: z	5.4 	4.8 	: 	6.0 
A,MIO_NAC,S1D_OTH,ED2,CY	1.2 	1.0 	1.2 	1.5 	1.4 	1.1 	1.1 	1.1 	1.1 
A,MIO_NAC,S1D_OTH,ED2,CZ	704.2 	699.7 	688.2 	678.3 	669.7 	714.4 	949.1 	1201.5 	1404.3 
A,MIO_NAC,S1D_OTH,ED2,DE	0.0 	0.0 	0.0 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED2,DK	: z	: z	: z	: 	30.0 	19.1 	56.8 	222.0 	239.0 
A,MIO_NAC,S1D_OTH,ED2,EE	0.0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED2,EL	3.0 	2.1 	0.6 	0.6 	0.1 	0.2 	0.3 	0.4 	: 
A,MIO_NAC,S1D_OTH,ED2,ES	100.1 	92.6 	92.6 	89.5 	90.9 	92.4 	93.8 	94.8 	106.3 
A,MIO_NAC,S1D_OTH,ED2,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED2,FR	114.1 	112.9 	107.5 	107.1 	100.4 	102.6 	99.8 	102.0 	73.1 
A,MIO_NAC,S1D_OTH,ED2,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED2,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED2,IE	: z	: z	: z	223.8 d	221.4 	219.3 	182.5 	126.5 	132.6 
A,MIO_NAC,S1D_OTH,ED2,IS	21.8 	23.3 	25.2 	27.7 	31.7 	35.5 	38.6 	41.5 	45.4 
A,MIO_NAC,S1D_OTH,ED2,IT	12.4 	8.8 	8.3 	8.4 	3.3 	6.3 	4.6 	26.7 	19.3 
A,MIO_NAC,S1D_OTH,ED2,LT	4.8 	5.5 	5.1 	6.2 	5.9 	5.7 	5.8 	7.1 	5.8 
A,MIO_NAC,S1D_OTH,ED2,LU	1.2 	1.2 	1.6 	1.2 	1.4 	0.5 	2.0 	1.9 	1.4 
A,MIO_NAC,S1D_OTH,ED2,LV	0.4 	0.3 	0.3 	0.2 	0.3 	2.2 	1.8 	2.4 	1.1 
A,MIO_NAC,S1D_OTH,ED2,MT	0.4 	0.5 	0.5 	0.5 	0.5 	0.2 	0.4 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED2,NL	140.5 	129.5 	121.9 	108.9 	105.8 	112.0 	121.7 	134.8 	134.4 
A,MIO_NAC,S1D_OTH,ED2,NO	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED2,PL	: 	: 	: 	: 	: 	135.5 	104.5 	120.1 	113.5 
A,MIO_NAC,S1D_OTH,ED2,PT	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED2,RO	0.5 	9.8 	14.4 	8.7 	6.3 	10.7 	12.1 	13.3 	6.6 
A,MIO_NAC,S1D_OTH,ED2,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED2,SE	0.0 	: z	: z	: z	0.0 	0.0 	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED2,SI	0.7 	0.7 	0.9 	0.8 	1.0 	0.9 	0.9 	2.5 	1.3 
A,MIO_NAC,S1D_OTH,ED2,SK	: 	5.2 	8.1 	29.8 	29.0 	8.7 	29.2 	30.8 	30.6 
A,MIO_NAC,S1D_OTH,ED2,TR	742.3 	861.6 	919.3 	877.7 	1938.6 	2493.4 	3132.9 	2777.8 	2433.6 
A,MIO_NAC,S1D_OTH,ED2,UK	391.7 	370.5 	354.2 	533.6 b	823.6 	884.0 	1576.0 	1394.1 	: 
A,MIO_NAC,S1D_OTH,ED24,AT	13.9 	17.3 	14.4 	24.8 	24.6 	19.4 	21.3 	0.0 	1.5 
A,MIO_NAC,S1D_OTH,ED24,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	1.2 d	1.2 d	: d
A,MIO_NAC,S1D_OTH,ED24,CH	: 	: 	: 	: z	: z	5.4 	4.8 	: 	6.0 
A,MIO_NAC,S1D_OTH,ED24,CY	1.2 	1.0 	1.2 	1.5 	1.4 	1.1 	1.1 	1.1 	1.1 
A,MIO_NAC,S1D_OTH,ED24,CZ	658.7 	654.8 	645.9 	639.2 	635.8 	686.7 	917.3 	1168.2 	1368.7 
A,MIO_NAC,S1D_OTH,ED24,DE	0.0 	0.0 	0.0 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,DK	: z	: z	: z	: 	30.0 	19.1 	56.6 	221.0 	239.0 
A,MIO_NAC,S1D_OTH,ED24,EE	0.0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED24,EL	3.0 	2.1 	0.6 	0.6 	0.1 	0.2 	0.3 	0.4 	: 
A,MIO_NAC,S1D_OTH,ED24,ES	100.1 	92.6 	92.6 	89.5 	90.9 	92.4 d	93.8 d	94.8 d	: d
A,MIO_NAC,S1D_OTH,ED24,FI	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED24,FR	114.1 	112.9 	107.5 	107.1 	100.4 	102.6 	99.8 	102.0 	73.1 
A,MIO_NAC,S1D_OTH,ED24,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,IE	: z	: z	: z	223.8 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,IS	21.8 	23.3 	25.2 	27.7 	31.7 	35.5 	38.6 	41.5 	45.4 
A,MIO_NAC,S1D_OTH,ED24,IT	9.2 	6.4 	6.4 	6.6 	1.6 	3.1 	3.1 	24.8 	15.0 
A,MIO_NAC,S1D_OTH,ED24,LT	4.3 	4.9 	4.4 	5.5 	4.9 	4.6 	5.0 	6.3 	5.2 
A,MIO_NAC,S1D_OTH,ED24,LU	1.2 	1.2 	1.6 	1.2 	1.4 	0.5 	2.0 	1.9 	1.4 
A,MIO_NAC,S1D_OTH,ED24,LV	0.4 	0.2 	0.3 	0.2 	0.3 	2.2 	1.7 	2.4 	1.0 
A,MIO_NAC,S1D_OTH,ED24,MT	0.0 	0.1 	0.0 	0.0 	0.0 	0.1 	0.3 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED24,NL	26.2 	26.3 	36.4 	31.9 	36.4 	32.8 	28.8 	29.4 	30.3 
A,MIO_NAC,S1D_OTH,ED24,NO	: 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED24,PL	: 	: 	: 	: 	: 	135.5 	104.5 	120.1 	113.5 
A,MIO_NAC,S1D_OTH,ED24,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED24,RO	0.5 	9.8 	14.4 	8.7 	6.3 	10.7 	12.1 	13.3 	6.6 
A,MIO_NAC,S1D_OTH,ED24,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED24,SE	0.0 	: 	: z	: z	: d	: d	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED24,SI	0.7 	0.7 	0.9 	0.8 	1.0 	0.9 	0.9 	2.5 	1.3 
A,MIO_NAC,S1D_OTH,ED24,SK	: 	4.5 	7.4 	28.2 	28.2 	8.3 	28.8 	30.4 	30.2 
A,MIO_NAC,S1D_OTH,ED24,TR	: d	: 	: 	877.7 	1938.6 	2493.4 	3132.9 	2777.8 	2433.6 
A,MIO_NAC,S1D_OTH,ED24,UK	343.4 	318.9 	328.7 	533.6 b	695.2 	723.3 	1428.3 	1260.2 	: 
A,MIO_NAC,S1D_OTH,ED25,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,BG	3.8 	6.0 	4.7 	4.1 	3.5 	2.2 	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_NAC,S1D_OTH,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,CZ	45.6 	44.9 	42.3 	39.1 	33.9 	27.8 	31.8 	33.3 	35.5 
A,MIO_NAC,S1D_OTH,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: d	: d
A,MIO_NAC,S1D_OTH,ED25,DK	: z	: z	: z	: 	: z	: z	0.2 	1.1 	: z
A,MIO_NAC,S1D_OTH,ED25,EE	: z	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED25,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,S1D_OTH,ED25,ES	0.0 	: dz	: dz	: dz	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,IE	: z	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,IT	3.2 	2.4 	1.9 	1.8 	1.7 	3.2 	1.5 	1.9 	4.2 
A,MIO_NAC,S1D_OTH,ED25,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,LT	0.5 	0.6 	0.6 	0.7 	1.0 	1.1 	0.9 	0.7 	0.6 
A,MIO_NAC,S1D_OTH,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,LV	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	0.1 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED25,MK	: 	: z	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED25,MT	0.4 	0.4 	0.4 	0.4 	0.4 	0.1 	0.2 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED25,NL	114.3 	103.2 	85.5 	77.0 	69.4 	79.2 	92.9 	105.4 	104.1 
A,MIO_NAC,S1D_OTH,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,RS	: 	: z	: z	: z	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED25,SE	: 	: 	: z	: z	: d	: d	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,SK	: 	0.7 	0.7 	1.6 	0.9 	0.4 	0.4 	0.4 	0.4 
A,MIO_NAC,S1D_OTH,ED25,TR	: d	: 	: 	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED25,UK	48.3 	51.6 	25.5 	0.0 b	128.4 	160.7 	147.8 	134.0 	: 
A,MIO_NAC,S1D_OTH,ED3,AT	42.4 	36.6 	44.8 	46.2 	44.9 	46.2 	34.0 	0.0 	19.8 
A,MIO_NAC,S1D_OTH,ED3,BE	9.0 d	8.9 d	9.2 d	7.5 d	5.8 d	16.9 	87.1 	53.7 d	9.4 d
A,MIO_NAC,S1D_OTH,ED3,BG	7.6 	5.4 	5.4 	3.7 	4.3 	4.1 	2.3 	2.3 	1.9 
A,MIO_NAC,S1D_OTH,ED3,CH	: 	: 	: 	2721.8 d	2711.0 d	2629.0 d	2648.7 	: 	2637.3 d
A,MIO_NAC,S1D_OTH,ED3,CY	1.0 	0.9 	1.1 	1.4 	1.2 	1.0 	1.0 	0.8 	0.7 
A,MIO_NAC,S1D_OTH,ED3,CZ	966.1 	992.6 	1002.9 	976.6 	1058.5 	1154.9 	1486.2 	1600.8 	1747.4 
A,MIO_NAC,S1D_OTH,ED3,DE	6130.4 	6064.4 	0.0 	6031.4 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED3,DK	0.0 	0.0 	0.0 	: 	136.0 	118.6 	118.6 	166.2 	120.2 
A,MIO_NAC,S1D_OTH,ED3,EE	: z	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED3,EL	15.4 	14.8 	15.6 	13.5 	12.4 	12.3 	12.2 	12.2 	: 
A,MIO_NAC,S1D_OTH,ED3,ES	50.2 	88.8 d	88.5 d	93.5 d	94.9 d	96.8 d	98.7 d	101.1 d	110.7 d
A,MIO_NAC,S1D_OTH,ED3,FI	: d	: d	75.7 	94.0 d	96.2 d	136.0 d	179.7 d	182.1 d	186.8 d
A,MIO_NAC,S1D_OTH,ED3,FR	1043.7 	1047.1 	1045.6 	1027.3 	1056.5 	1111.7 	1129.4 	1141.7 	2081.4 
A,MIO_NAC,S1D_OTH,ED3,HR	: 	: 	: 	: 	16.4 d	28.3 	30.3 	32.6 	14.0 
A,MIO_NAC,S1D_OTH,ED3,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED3,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED3,IS	114.2 	122.3 	131.7 	145.1 	164.9 	184.4 	200.8 	215.7 	235.3 
A,MIO_NAC,S1D_OTH,ED3,IT	44.9 	82.6 	82.4 	40.2 	50.0 d	85.6 d	82.8 d	64.6 d	45.6 d
A,MIO_NAC,S1D_OTH,ED3,LT	5.1 	5.2 	4.7 	5.3 	6.2 	6.2 	5.4 	5.3 	5.1 
A,MIO_NAC,S1D_OTH,ED3,LU	0.9 	1.0 	1.3 	1.0 	1.5 	0.6 	2.0 	2.0 	1.6 
A,MIO_NAC,S1D_OTH,ED3,LV	0.4 	0.3 	0.3 	0.3 	0.3 	7.9 	9.3 	8.4 	6.2 
A,MIO_NAC,S1D_OTH,ED3,MT	4.0 	5.2 	5.6 	5.7 	4.1 	4.8 	4.8 	1.2 	1.3 
A,MIO_NAC,S1D_OTH,ED3,NL	2022.3 	1909.0 	1798.6 	1870.0 	1733.1 	1977.6 	2238.9 	2457.1 	2454.3 
A,MIO_NAC,S1D_OTH,ED3,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	2974.0 	3164.0 	3494.0 
A,MIO_NAC,S1D_OTH,ED3,PL	: 	: 	: d	: 	: 	93.4 	157.3 	197.2 	205.0 
A,MIO_NAC,S1D_OTH,ED3,PT	: 	0.0 d	0.0 d	0.0 d	0.0 d	0.0 d	0.0 	0.0 d	0.0 d
A,MIO_NAC,S1D_OTH,ED3,RO	0.7 	10.9 	17.5 	13.6 	12.3 	15.2 	12.3 	15.4 	9.7 
A,MIO_NAC,S1D_OTH,ED3,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED3,SE	0.0 	: z	: z	: 	0.0 	0.0 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED3,SI	: d	6.6 	6.1 	4.8 	5.8 	6.3 	12.4 	13.2 	9.9 
A,MIO_NAC,S1D_OTH,ED3,SK	: 	28.8 	28.3 	49.5 	48.7 	38.7 	28.7 	29.1 	30.0 
A,MIO_NAC,S1D_OTH,ED3,TR	1667.7 	1705.1 	1858.1 	2480.1 	6123.2 	8542.2 	10824.5 	9333.0 	8726.0 
A,MIO_NAC,S1D_OTH,ED3,UK	512.9 	504.6 	536.2 	816.6 b	1112.5 	1192.6 	2714.9 	2560.3 	: 
A,MIO_NAC,S1D_OTH,ED34,AT	14.5 	10.7 	18.6 	17.9 	21.5 	20.8 	7.9 	0.0 	4.9 
A,MIO_NAC,S1D_OTH,ED34,BE	2.9 d	2.4 d	2.7 d	2.3 d	2.3 d	2.1 	5.3 	2.3 d	5.8 d
A,MIO_NAC,S1D_OTH,ED34,BG	0.1 	0.2 	0.1 	0.1 	0.2 	0.2 	0.2 	0.2 	0.2 
A,MIO_NAC,S1D_OTH,ED34,CH	: 	: 	: 	: z	: z	0.7 d	0.7 	: 	0.8 d
A,MIO_NAC,S1D_OTH,ED34,CY	0.9 	0.7 	0.9 	1.2 	1.0 	0.8 	0.9 	0.7 	0.4 
A,MIO_NAC,S1D_OTH,ED34,CZ	257.6 	277.6 	284.7 	283.0 	290.6 	299.4 	392.2 	402.3 	452.6 
A,MIO_NAC,S1D_OTH,ED34,DE	0.0 	0.0 	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED34,DK	: 	: d	: d	: 	79.5 	94.9 	94.9 	115.0 	87.8 
A,MIO_NAC,S1D_OTH,ED34,EE	: z	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED34,EL	2.7 	2.0 	0.8 	0.9 	0.4 	0.2 	0.2 	0.2 	: 
A,MIO_NAC,S1D_OTH,ED34,ES	33.5 	67.0 	67.4 	73.0 	74.3 	75.2 	76.2 	78.4 d	87.5 
A,MIO_NAC,S1D_OTH,ED34,FI	3.1 	3.0 	3.7 	4.9 	5.6 	9.3 	13.0 	14.4 	15.6 
A,MIO_NAC,S1D_OTH,ED34,FR	146.5 	134.9 	130.0 	127.0 	127.8 	131.2 	127.3 	128.6 	105.6 
A,MIO_NAC,S1D_OTH,ED34,HR	: 	: 	: 	: 	: d	28.3 	30.3 	32.6 d	: d
A,MIO_NAC,S1D_OTH,ED34,HU	: d	: 	: d	: d	0.0 	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED34,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,S1D_OTH,ED34,IS	68.1 	71.8 	76.3 	84.7 	100.7 	125.9 	137.0 	146.0 	155.0 
A,MIO_NAC,S1D_OTH,ED34,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED34,LT	1.3 	1.5 	1.3 	1.7 	1.4 	1.3 	1.3 	1.3 	1.3 
A,MIO_NAC,S1D_OTH,ED34,LU	0.3 	0.5 	0.5 	0.4 	0.7 	0.5 	0.7 	0.7 	0.7 
A,MIO_NAC,S1D_OTH,ED34,LV	0.3 	0.2 	0.2 	0.2 	0.2 	2.1 	1.7 	2.2 	1.5 
A,MIO_NAC,S1D_OTH,ED34,MT	1.6 	2.1 	2.4 	1.6 	0.8 	1.1 	1.0 	1.1 	1.2 
A,MIO_NAC,S1D_OTH,ED34,NL	20.4 	21.2 	24.4 	23.7 	23.0 	23.3 	19.6 	20.0 	20.5 
A,MIO_NAC,S1D_OTH,ED34,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,S1D_OTH,ED34,PL	: 	: 	: 	: 	: 	33.6 	71.0 	89.2 	90.8 
A,MIO_NAC,S1D_OTH,ED34,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,S1D_OTH,ED34,RO	0.7 	6.7 	12.0 	6.2 	6.1 	10.6 	5.1 	5.9 	7.1 
A,MIO_NAC,S1D_OTH,ED34,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,S1D_OTH,ED34,SE	0.0 	: z	: z	: 	0.0 	0.0 	: 	: 	: 
