freq,unit,sector,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,S13,ED6-8,EL	1435.4 d	1186.8 d	1164.2 d	1282.3 d	: 	1117.4 	1201.2 	1288.0 	: 
A,MIO_EUR,S13,ED6-8,ES	8664.3 	8161.0 	8213.9 	8502.1 	8387.3 	8861.5 	9090.3 	9512.6 	9720.2 
A,MIO_EUR,S13,ED6-8,EU27_2020	: 	: 	: 	: 	: 	140093.2 d	146895.6 d	151983.1 d	156839.7 d
A,MIO_EUR,S13,ED6-8,EU28	: 	: 	: 	: 	: 	168758.5 d	178272.8 d	184718.3 d	: 
A,MIO_EUR,S13,ED6-8,FI	4104.8 	4081.7 	4101.7 	3968.3 	3955.6 	3738.0 	3591.6 	3624.2 	3776.9 
A,MIO_EUR,S13,ED6-8,FR	19943.9 	20203.2 	20635.3 	21136.5 	21061.4 	21810.8 	22551.4 	23093.4 	23668.0 
A,MIO_EUR,S13,ED6-8,HR	: 	: 	: 	: d	378.1 d	423.8 	450.8 	479.1 d	: d
A,MIO_EUR,S13,ED6-8,HU	750.1 	828.3 	766.7 	712.8 	843.8 	1028.2 	1081.9 	1076.5 	1027.7 
A,MIO_EUR,S13,ED6-8,IE	2160.0 d	2061.7 d	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,S13,ED6-8,IS	166.2 	172.2 	190.5 	219.1 	272.7 	292.6 	265.1 	273.5 	268.3 
A,MIO_EUR,S13,ED6-8,IT	12691.3 	13055.8 	12922.3 	12522.6 	12331.8 	13023.2 	13660.4 	13917.6 	14498.6 
A,MIO_EUR,S13,ED6-8,LI	: d	: d	: d	: d	: d	: 	: 	: 	: 
A,MIO_EUR,S13,ED6-8,LT	460.7 	463.8 	486.0 	439.8 	319.6 	318.2 	359.7 	391.1 	463.9 
A,MIO_EUR,S13,ED6-8,LU	189.1 	: 	237.4 	251.1 	236.3 	240.4 	240.9 	272.7 	288.0 
A,MIO_EUR,S13,ED6-8,LV	262.5 	186.6 	228.2 	246.0 	155.7 	152.9 	180.3 	219.5 	216.8 
A,MIO_EUR,S13,ED6-8,MT	98.9 	112.3 	118.5 	123.4 	130.5 	128.0 	146.0 	172.2 	182.5 
A,MIO_EUR,S13,ED6-8,NL	10143.1 	10523.5 	11175.5 	11083.5 	12348.0 	11673.0 	13121.1 	13001.4 	13231.1 
A,MIO_EUR,S13,ED6-8,NO	7699.3 	7521.5 	8144.5 	6638.2 	6980.6 	7270.9 	7486.0 	7584.6 	7262.3 
A,MIO_EUR,S13,ED6-8,PL	4350.0 	4739.9 	4842.7 	5221.4 	4517.4 	5026.5 	5273.3 	5872.0 	6019.6 
A,MIO_EUR,S13,ED6-8,PT	: 	1526.4 	1580.8 d	1607.1 d	1482.6 	1530.5 	1558.3 	1644.9 	1706.5 
A,MIO_EUR,S13,ED6-8,RO	1029.1 	1032.2 	1018.3 	1054.0 	1205.0 	1344.1 	1538.4 	1816.2 	1778.8 
A,MIO_EUR,S13,ED6-8,RS	: 	431.4 d	406.5 d	386.9 	: 	435.7 d	: 	: 	: 
A,MIO_EUR,S13,ED6-8,SE	7916.7 	8190.6 	8054.9 	8094.5 	8210.4 	8253.2 	8045.9 	8071.8 	8541.1 
A,MIO_EUR,S13,ED6-8,SI	399.1 	383.7 	377.4 	: d	371.9 d	391.9 	440.7 	471.8 	516.8 
A,MIO_EUR,S13,ED6-8,SK	: 	710.2 	731.0 	1087.7 	667.4 	653.8 	666.7 	726.3 	834.6 
A,MIO_EUR,S13,ED6-8,TR	: d	: d	: d	: 	: d	: d	: d	: d	: d
A,MIO_EUR,S13,ED6-8,UK	27202.5 	27762.0 	29012.8 	34482.2 b	30665.8 	30535.4 	31377.2 	32735.2 	: 
A,MIO_EUR,S1D,ED0,AT	: 	: 	305.8 	340.3 	368.5 	386.6 	408.0 	150.1 	419.0 
A,MIO_EUR,S1D,ED0,BG	32.1 	33.1 	34.6 	34.6 	34.5 	34.6 	33.8 	32.6 	24.1 
A,MIO_EUR,S1D,ED0,CH	: 	: 	: 	: 	: 	: 	: d	: 	: d
A,MIO_EUR,S1D,ED0,CY	22.8 	20.9 	: 	34.5 	34.8 	36.3 	40.5 	42.7 	35.6 
A,MIO_EUR,S1D,ED0,CZ	80.4 	81.8 	80.1 	83.2 	87.5 	125.5 	135.5 	144.1 	146.4 
A,MIO_EUR,S1D,ED0,DE	5292.2 	5646.1 	5526.1 	5173.0 	5261.0 	4828.5 	4841.2 	4505.5 	2798.8 
A,MIO_EUR,S1D,ED0,DK	647.5 	: 	: 	: 	891.5 	928.9 	947.1 	961.4 	969.7 
A,MIO_EUR,S1D,ED0,EE	: 	: 	38.8 	34.6 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED0,ES	3087.1 	2802.6 	2750.8 	2730.6 	2731.7 	2726.4 	2295.9 	2302.1 	2086.3 
A,MIO_EUR,S1D,ED0,FI	: 	: 	: 	274.3 	274.2 	264.5 	221.8 	219.9 	182.6 
A,MIO_EUR,S1D,ED0,FR	1075.3 	1097.8 	1124.9 	1148.2 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED0,HR	: 	: 	: 	: 	57.6 d	96.3 	98.5 	109.2 	94.9 
A,MIO_EUR,S1D,ED0,HU	: 	: 	66.4 	82.1 	: 	: 	: 	159.1 	: 
A,MIO_EUR,S1D,ED0,IE	: 	0.2 	0.2 	75.4 	81.3 	83.4 	84.9 	89.1 	88.8 
A,MIO_EUR,S1D,ED0,IS	25.9 	27.7 	31.1 	: 	: 	: 	45.8 	43.5 	40.3 
A,MIO_EUR,S1D,ED0,IT	832.1 	812.0 	1493.7 	1359.7 	1131.1 	1125.0 	1941.6 	1572.7 	1167.4 
A,MIO_EUR,S1D,ED0,LT	35.3 	40.2 	48.5 	52.5 	55.2 	54.1 	67.1 	75.9 	71.3 
A,MIO_EUR,S1D,ED0,LU	6.3 	6.5 	6.3 	5.5 	5.3 	5.5 	6.0 	6.6 	6.0 
A,MIO_EUR,S1D,ED0,LV	34.9 	24.3 	24.1 	24.9 	25.6 d	28.8 	29.4 	: 	44.9 
A,MIO_EUR,S1D,ED0,MT	7.3 	7.3 	8.9 	8.7 	9.5 d	8.8 d	8.9 d	11.0 d	9.9 d
A,MIO_EUR,S1D,ED0,NL	345.7 	330.4 	306.1 	302.0 	348.5 	321.5 	398.0 	473.6 	490.1 
A,MIO_EUR,S1D,ED0,NO	885.6 	450.6 	816.8 	: 	785.3 	802.9 	819.5 	807.1 	717.3 
A,MIO_EUR,S1D,ED0,PL	775.7 	825.2 	792.3 	646.7 	694.5 	806.5 d	807.9 d	818.6 d	832.5 d
A,MIO_EUR,S1D,ED0,PT	443.6 	408.6 	424.2 	429.9 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED0,RO	: 	: 	6.7 	5.1 	6.0 	6.6 	7.3 	9.7 	4.5 
A,MIO_EUR,S1D,ED0,RS	: 	: 	: 	: 	: 	56.9 	: 	: 	: 
A,MIO_EUR,S1D,ED0,SE	: 	487.0 	475.5 	: 	500.3 	515.0 	: 	: 	: 
A,MIO_EUR,S1D,ED0,SI	124.1 	143.1 	137.9 	133.7 	: 	: 	111.1 	115.2 	103.3 
A,MIO_EUR,S1D,ED0,SK	: 	: 	75.5 	86.0 	85.7 	78.8 	100.9 	98.2 	91.8 
A,MIO_EUR,S1D,ED0,TR	556.2 	507.7 	519.7 	790.9 	776.4 d	: 	: 	: 	: 
A,MIO_EUR,S1D,ED0,UK	4168.3 	: 	5731.9 	5998.0 b	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,AT	: 	: 	91.1 	110.3 	121.2 	124.2 	130.6 	17.2 	166.4 
A,MIO_EUR,S1D,ED01,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_EUR,S1D,ED01,CY	: z	: z	: 	12.1 	12.3 	13.5 	15.4 	16.7 	14.2 
A,MIO_EUR,S1D,ED01,CZ	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,DE	2160.7 	2356.1 	2073.9 	1893.5 	1932.7 	1774.9 	1852.4 	1689.8 	1025.9 
A,MIO_EUR,S1D,ED01,DK	: d	: d	: 	: 	481.4 	501.6 	511.4 	519.1 	513.9 
A,MIO_EUR,S1D,ED01,EE	: 	: 	: d	: d	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,ES	1013.0 	1126.5 	1119.0 	1075.5 	1079.8 	1116.4 	982.1 	982.6 	859.5 
A,MIO_EUR,S1D,ED01,FI	: 	: 	: 	70.2 	70.3 	66.9 	55.6 	55.2 	45.8 
A,MIO_EUR,S1D,ED01,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,HR	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_EUR,S1D,ED01,HU	: 	: 	: d	3.6 e	: 	: 	: 	7.5 	: 
A,MIO_EUR,S1D,ED01,IE	: 	: z	: z	: d	: d	: d	: d	: d	: d
A,MIO_EUR,S1D,ED01,IS	8.0 	8.1 	9.6 	: 	: 	: 	14.7 	14.6 	13.9 
A,MIO_EUR,S1D,ED01,IT	: z	: z	: z	: dz	: d	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,LI	: d	: d	: d	: d	: d	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,LT	: d	: d	10.9 	10.3 	11.3 	12.6 	17.0 	18.6 	17.1 
A,MIO_EUR,S1D,ED01,LU	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,LV	: z	: z	: z	: z	: z	: z	: z	: 	6.9 
A,MIO_EUR,S1D,ED01,MT	: z	: dz	: z	: dz	: dz	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,NO	432.2 	220.8 	401.9 	: 	386.4 	403.6 	413.4 	405.5 	358.6 
A,MIO_EUR,S1D,ED01,PL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,PT	: z	: z	: z	: z	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,RO	: 	: 	1.6 	0.2 	0.7 	0.4 	1.5 	0.4 	1.0 
A,MIO_EUR,S1D,ED01,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,S1D,ED01,SE	: 	157.4 	152.8 	: 	162.1 	167.8 	: 	: 	: 
A,MIO_EUR,S1D,ED01,SI	45.9 	53.9 	48.0 	46.8 	: 	: 	40.3 	42.2 	38.9 
A,MIO_EUR,S1D,ED01,SK	: 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,S1D,ED01,TR	: d	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED01,UK	456.5 	332.6 	994.7 	1473.8 b	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02,AT	: 	: 	214.6 	230.0 	247.3 	262.4 	277.4 	133.0 	252.7 
A,MIO_EUR,S1D,ED02,BE	177.9 	174.6 	136.9 	154.0 	157.3 	103.6 	102.0 	105.2 	102.4 
A,MIO_EUR,S1D,ED02,BG	32.1 	33.1 	34.6 	34.6 	34.5 	34.6 	33.8 	32.6 	24.1 
A,MIO_EUR,S1D,ED02,CH	: 	: 	: 	: 	: 	: 	: d	: 	: d
A,MIO_EUR,S1D,ED02,CY	22.8 	20.9 	21.1 	22.4 	22.6 	22.8 	25.0 	26.0 	21.3 
A,MIO_EUR,S1D,ED02,CZ	80.4 	81.8 	80.1 	83.2 	87.5 	125.5 	135.5 	144.1 	146.4 
A,MIO_EUR,S1D,ED02,DE	3131.5 	3290.0 	3452.2 	3279.5 	3328.3 	3053.6 	2988.7 	2815.6 	1772.9 
A,MIO_EUR,S1D,ED02,DK	: 	: d	: 	: 	410.1 	427.3 	435.7 	442.2 	455.8 
A,MIO_EUR,S1D,ED02,EE	: d	: 	: d	: d	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02,EL	30.4 	33.3 	29.2 	74.0 	70.4 	61.5 	86.6 	95.3 	: 
A,MIO_EUR,S1D,ED02,ES	2074.0 	1676.1 	1631.8 	1655.1 	1651.9 	1610.1 	1313.8 	1319.5 	1226.8 
A,MIO_EUR,S1D,ED02,FI	: 	: 	: 	204.1 	203.9 	197.7 	166.2 	164.7 	136.8 
A,MIO_EUR,S1D,ED02,FR	1075.3 	1097.8 	1124.9 	1148.2 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02,HR	: 	: 	: 	: 	57.6 d	96.3 	98.5 	109.2 d	: d
A,MIO_EUR,S1D,ED02,HU	67.9 	83.4 	: d	78.4 e	: 	: 	: 	151.6 	: 
A,MIO_EUR,S1D,ED02,IE	0.1 	0.2 	0.2 	: d	: d	: d	: d	: d	: d
A,MIO_EUR,S1D,ED02,IS	17.9 	19.5 	21.5 	: 	: 	: 	31.1 	29.0 	26.3 
A,MIO_EUR,S1D,ED02,IT	832.1 	812.0 	1493.7 	1359.7 	1131.1 	1125.0 	1941.6 	1572.7 	1167.4 
A,MIO_EUR,S1D,ED02,LT	35.3 d	: d	37.6 	42.2 	43.9 	41.6 	50.2 	57.3 	54.2 
A,MIO_EUR,S1D,ED02,LU	6.3 	6.5 	6.3 	5.5 	5.3 	5.5 	6.0 	6.6 	6.0 
A,MIO_EUR,S1D,ED02,LV	34.9 	24.3 	24.1 	24.9 	25.6 d	28.8 	29.4 	39.7 	38.0 
A,MIO_EUR,S1D,ED02,MT	7.3 	7.3 	8.9 	8.7 	9.5 	8.8 	8.9 	11.0 	9.9 
A,MIO_EUR,S1D,ED02,NL	345.7 	330.4 	306.1 	302.0 	348.5 	321.5 	398.0 	473.6 	490.1 
A,MIO_EUR,S1D,ED02,NO	453.5 	229.8 	414.9 	: 	398.9 	399.4 	406.2 	401.7 	358.6 
A,MIO_EUR,S1D,ED02,PL	775.7 	825.2 	792.3 	646.7 	694.5 	806.5 d	807.9 d	818.6 d	832.5 d
A,MIO_EUR,S1D,ED02,PT	443.6 	408.6 	424.2 	429.9 	443.8 	426.9 	418.8 	432.3 	440.3 
A,MIO_EUR,S1D,ED02,RO	13.0 	1.2 	5.1 	4.9 	5.4 	6.2 	5.7 	9.3 	3.5 
A,MIO_EUR,S1D,ED02,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,S1D,ED02,SE	: 	329.6 	322.7 	: 	338.2 	347.2 	: 	: 	: 
A,MIO_EUR,S1D,ED02,SI	78.2 	89.2 	89.9 	86.9 	: 	: 	70.8 	73.0 	64.4 
A,MIO_EUR,S1D,ED02,SK	: 	: 	75.5 	86.0 	85.7 	78.8 	100.9 	98.2 	91.8 
A,MIO_EUR,S1D,ED02,TR	: d	: 	: 	: 	776.4 	785.9 	652.4 	485.3 	291.1 
A,MIO_EUR,S1D,ED02,UK	3711.7 	: 	4737.3 	4524.1 b	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,AT	: 	: 	: 	1238.0 	: 	2311.1 	2501.3 	1744.5 	2173.6 
A,MIO_EUR,S1D,ED02-8,BE	2669.4 	2782.3 	2693.7 	2828.5 	2978.6 	2956.0 	2954.2 	3036.8 	3132.2 
A,MIO_EUR,S1D,ED02-8,BG	392.0 	412.2 	459.3 	482.7 	494.0 	478.1 	489.4 	504.4 	563.8 
A,MIO_EUR,S1D,ED02-8,CY	395.7 	370.2 	373.1 	364.3 	375.8 	405.1 	410.9 	441.6 	417.6 
A,MIO_EUR,S1D,ED02-8,CZ	1038.2 	1022.2 	971.1 	981.4 	1004.1 	1104.7 	1190.2 	1246.2 	1261.6 
A,MIO_EUR,S1D,ED02-8,DE	25232.9 	25613.5 	26141.1 	26742.2 	27562.1 	28035.2 	28185.6 	29644.4 d	27715.5 d
A,MIO_EUR,S1D,ED02-8,DK	: d	: d	: 	: 	1348.0 	1454.9 	1564.7 	1663.5 	5006.0 
A,MIO_EUR,S1D,ED02-8,EE	: d	: 	: d	: d	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,ES	11994.6 	13337.3 	13485.1 	13664.8 	13979.1 	14115.9 	15142.8 	15451.3 	15314.2 
A,MIO_EUR,S1D,ED02-8,FI	: 	: 	: 	396.6 	827.9 	831.4 	805.2 	830.4 	809.8 
A,MIO_EUR,S1D,ED02-8,FR	17681.2 	18453.1 d	18710.3 	18719.4 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,HR	: 	: 	: 	: 	278.9 d	: d	: d	393.3 	233.7 
A,MIO_EUR,S1D,ED02-8,HU	987.4 	1002.7 	: d	821.0 e	: 	: 	: 	1438.1 	: 
A,MIO_EUR,S1D,ED02-8,IE	762.0 	: d	921.1 	: 	: d	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,IS	49.4 	53.3 d	59.1 	: 	: 	: 	134.1 	111.5 	104.3 
A,MIO_EUR,S1D,ED02-8,IT	16928.3 	16647.0 	18660.9 	16419.9 	14089.3 	11040.4 	13815.5 	12626.3 	11248.6 
A,MIO_EUR,S1D,ED02-8,LI	: 	: d	: d	: d	: d	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,LT	235.0 d	: d	236.3 	259.3 	254.7 	255.5 	274.6 	298.2 	314.7 
A,MIO_EUR,S1D,ED02-8,LU	70.3 	: 	75.2 	77.8 	96.2 	75.1 	88.7 	95.9 	94.5 
A,MIO_EUR,S1D,ED02-8,LV	341.1 	221.0 	170.7 	198.4 	197.6 d	232.2 	254.9 	303.7 	298.5 
A,MIO_EUR,S1D,ED02-8,MT	85.0 	94.9 	100.3 	100.7 	97.4 	108.9 	107.6 	127.0 	130.9 
A,MIO_EUR,S1D,ED02-8,NL	7893.4 	7892.3 	7930.7 	8119.7 	8149.8 	8777.9 	9367.0 	9919.3 	10007.3 
A,MIO_EUR,S1D,ED02-8,NO	: d	: d	603.6 	: 	792.3 	886.5 	852.2 	856.7 	1146.6 
A,MIO_EUR,S1D,ED02-8,PL	3959.8 	: 	4022.5 d	3736.8 	3504.9 	3975.6 d	4440.1 d	4755.7 d	4896.6 d
A,MIO_EUR,S1D,ED02-8,PT	2887.4 d	2605.4 	2487.0 d	2414.3 d	2387.2 	2505.6 	2630.9 	2656.4 	2738.5 
A,MIO_EUR,S1D,ED02-8,RO	128.8 	8.2 	47.3 	39.2 	50.9 	47.2 	50.2 	59.9 	38.7 
A,MIO_EUR,S1D,ED02-8,RS	: 	: 	: 	: 	: 	: d	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,SE	: 	1069.6 	1087.0 	: 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED02-8,SI	296.3 	306.8 	316.5 	303.1 	: 	: 	496.3 	513.7 	470.4 
A,MIO_EUR,S1D,ED02-8,SK	: 	: 	773.6 	856.3 	809.9 	: 	851.4 	851.9 	838.2 
A,MIO_EUR,S1D,ED02-8,TR	: d	: 	: 	: 	14343.7 	12674.6 	12381.3 	12738.7 	10105.6 
A,MIO_EUR,S1D,ED02-8,UK	38654.2 	: 	49471.9 	56915.3 b	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1,AT	: 	: 	: 	147.3 	: 	224.9 	243.0 	164.9 	220.7 
A,MIO_EUR,S1D,ED1,BE	321.4 	319.4 	352.2 	396.7 	414.5 	466.8 	467.5 	483.3 	485.6 
A,MIO_EUR,S1D,ED1,BG	6.4 	7.8 	8.7 	11.3 	11.3 	12.5 	12.2 	12.3 	13.7 
A,MIO_EUR,S1D,ED1,CH	: 	: 	: 	: 	: 	: 	646.6 d	: 	505.7 d
A,MIO_EUR,S1D,ED1,CY	68.9 	62.7 	62.1 	50.1 	51.0 	60.6 	51.4 	49.7 	47.7 
A,MIO_EUR,S1D,ED1,CZ	112.8 	110.5 	105.0 	106.3 	108.2 	123.7 	137.3 	147.5 	155.9 
A,MIO_EUR,S1D,ED1,DE	1190.1 	1186.3 	1264.7 	1315.7 	1466.8 	1466.0 	1483.7 	1446.8 	1342.3 
A,MIO_EUR,S1D,ED1,DK	117.0 	: 	: 	: 	146.6 	140.3 	155.5 	175.0 	196.6 
A,MIO_EUR,S1D,ED1,EE	: 	: 	14.7 	21.9 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1,EL	571.5 	517.7 	482.0 	491.2 	512.4 	486.2 	533.5 	535.3 	: 
A,MIO_EUR,S1D,ED1,ES	2826.5 	3859.4 	3910.5 	3953.8 	4032.1 	4045.6 	3682.3 	3716.4 	3572.2 
A,MIO_EUR,S1D,ED1,FI	: 	: 	: 	11.8 	13.2 	14.9 	16.3 	17.0 	13.7 
A,MIO_EUR,S1D,ED1,FR	2125.8 	2159.4 	2207.6 	2264.0 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1,HR	: 	: 	: 	: 	50.0 d	49.8 	51.2 	50.4 d	36.5 d
A,MIO_EUR,S1D,ED1,HU	95.1 	119.1 	93.5 	114.3 	: 	: 	: 	256.4 	: 
A,MIO_EUR,S1D,ED1,IE	129.3 	129.4 	129.3 	149.3 	153.4 	155.5 	157.1 	171.3 	170.0 
A,MIO_EUR,S1D,ED1,IS	2.9 	3.1 	3.5 	: 	: 	: 	5.1 	4.8 	4.5 
A,MIO_EUR,S1D,ED1,IT	1560.4 	1638.9 	1932.2 	1888.0 	1530.1 	999.6 	2394.9 	1817.2 	1302.4 
A,MIO_EUR,S1D,ED1,LT	12.0 	13.1 	14.1 	17.5 	18.2 	20.8 	22.1 	26.1 	26.8 
A,MIO_EUR,S1D,ED1,LU	24.8 	31.0 	22.5 	25.8 	25.7 	24.2 	27.6 	28.9 	28.6 
A,MIO_EUR,S1D,ED1,LV	34.7 	22.7 	17.9 	19.9 	20.4 d	27.8 	29.2 	31.9 	29.3 
A,MIO_EUR,S1D,ED1,MT	23.5 	25.3 	26.7 	28.9 	31.4 	31.0 	28.8 	32.8 	34.5 
A,MIO_EUR,S1D,ED1,NL	161.3 	167.4 	172.8 	176.1 	175.8 	193.5 	207.9 	208.6 	198.8 
A,MIO_EUR,S1D,ED1,NO	: 	0.0 	0.0 	: 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1D,ED1,PL	680.5 	796.6 	839.6 	894.1 	794.5 	907.4 d	1115.7 d	1001.9 d	1012.5 d
A,MIO_EUR,S1D,ED1,PT	476.2 	462.7 	453.1 	436.5 	431.5 	445.2 	482.5 	485.1 	507.3 
A,MIO_EUR,S1D,ED1,RO	4.0 	2.9 	9.0 	11.1 	10.2 	7.8 	8.3 	8.5 	6.7 
A,MIO_EUR,S1D,ED1,RS	: 	: 	: 	: 	: 	0.0 	: 	: 	: 
A,MIO_EUR,S1D,ED1,SE	: 	: z	: z	: 	0.0 	0.0 	: 	: 	: 
A,MIO_EUR,S1D,ED1,SI	65.2 	68.8 	70.8 	69.1 	: 	: 	120.7 	125.5 	107.6 
A,MIO_EUR,S1D,ED1,SK	: 	: 	124.7 	122.4 	124.1 	109.3 	141.3 	146.5 	146.1 
A,MIO_EUR,S1D,ED1,TR	1396.3 	1554.8 	1624.9 	1716.8 	2078.9 	1906.4 	1599.3 	1899.9 	1497.2 
A,MIO_EUR,S1D,ED1,UK	4595.1 	: 	4437.9 	4847.6 b	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1_2,AT	: 	: 	: 	330.4 	: 	617.4 	638.6 	559.8 	522.1 
A,MIO_EUR,S1D,ED1_2,BE	588.6 	578.0 	616.6 	680.1 	707.8 	809.2 	819.8 	850.1 	853.0 
A,MIO_EUR,S1D,ED1_2,BG	16.5 	19.2 	20.4 	24.7 	24.3 	26.1 	26.8 	26.7 	31.6 
A,MIO_EUR,S1D,ED1_2,CH	: 	: 	: 	: 	: 	: 	: d	: 	505.7 
A,MIO_EUR,S1D,ED1_2,CY	146.7 	133.0 	130.9 	112.8 	116.9 	130.0 	125.2 	129.2 	121.3 
A,MIO_EUR,S1D,ED1_2,CZ	254.1 	248.7 	235.3 	237.4 	241.0 	264.5 	293.4 	316.6 	331.5 
A,MIO_EUR,S1D,ED1_2,DE	3998.1 	3988.4 	4227.8 	4378.7 	4643.8 	4521.6 	4484.2 	4679.9 	4307.9 
A,MIO_EUR,S1D,ED1_2,DK	321.7 	: 	: 	: 	460.6 	492.7 	529.0 	585.8 	580.4 
A,MIO_EUR,S1D,ED1_2,EE	: 	: 	20.7 	28.0 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1_2,EL	1172.6 	1080.8 	988.0 	970.2 	957.6 	901.0 	982.1 	982.2 	: 
A,MIO_EUR,S1D,ED1_2,ES	4062.7 	5547.7 	5614.7 	5684.6 	5816.8 	5860.4 	5548.9 	5625.6 	5481.4 
A,MIO_EUR,S1D,ED1_2,FI	: 	: 	: 	21.1 	23.7 	26.8 	29.4 	30.7 	24.7 
A,MIO_EUR,S1D,ED1_2,FR	5194.4 	5367.7 	5405.4 	5503.0 	: 	: 	: 	: 	: 
A,MIO_EUR,S1D,ED1_2,HR	: 	: 	: 	: 	50.0 d	: d	: d	50.4 	36.5 
A,MIO_EUR,S1D,ED1_2,HU	193.6 	235.4 	182.8 	219.5 	: 	: 	: 	522.8 	: 
A,MIO_EUR,S1D,ED1_2,IE	246.2 	246.9 	245.3 	554.8 d	560.5 	547.8 	522.0 	501.2 	513.8 
A,MIO_EUR,S1D,ED1_2,IS	4.3 	4.6 	5.2 	: 	: 	: 	7.5 	7.1 	6.6 
A,MIO_EUR,S1D,ED1_2,IT	3877.9 	3768.3 	4202.7 	4131.7 	3276.1 	1972.0 	3597.6 	2822.9 	2182.0 
A,MIO_EUR,S1D,ED1_2,LT	33.3 	36.0 	38.0 	44.1 	45.4 	49.4 	53.6 	63.2 	64.4 
A,MIO_EUR,S1D,ED1_2,LU	35.7 	47.4 	39.7 	43.1 	45.4 	38.5 	48.4 	50.8 	49.4 
A,MIO_EUR,S1D,ED1_2,LV	58.7 	38.1 	29.8 	33.1 	33.7 d	44.2 	46.3 	50.7 	47.2 
A,MIO_EUR,S1D,ED1_2,MT	37.5 	43.2 	44.3 	45.3 	48.4 	48.3 	46.0 	53.8 	55.9 
A,MIO_EUR,S1D,ED1_2,NL	913.0 	934.7 	960.0 	942.7 	957.7 	1084.0 	1188.1 	1232.4 	1130.8 
A,MIO_EUR,S1D,ED1_2,NO	: 	0.0 	0.0 	: 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,S1D,ED1_2,PL	1070.9 	1250.1 	1385.8 	1319.0 	1158.8 	1289.4 d	1592.0 d	1624.6 d	1734.3 d
A,MIO_EUR,S1D,ED1_2,PT	804.5 	769.0 	756.4 	744.8 	744.2 	774.1 	850.4 	846.9 	875.6 
A,MIO_EUR,S1D,ED1_2,RO	8.1 	4.7 	19.9 	17.5 	17.2 	14.4 	18.0 	17.9 	13.9 
A,MIO_EUR,S1D,ED1_2,RS	: 	: 	: 	: 	: 	: d	: 	: 	: 
A,MIO_EUR,S1D,ED1_2,SE	: 	: z	: z	: 	0.0 	0.0 	: 	: 	: 
A,MIO_EUR,S1D,ED1_2,SI	100.4 	105.6 	108.6 	106.1 	: 	: 	185.1 	192.8 	157.5 
A,MIO_EUR,S1D,ED1_2,SK	: 	: 	254.0 	257.5 	244.5 	215.6 	277.7 	283.8 	281.0 
A,MIO_EUR,S1D,ED1_2,TR	3201.5 	3395.0 	3438.0 	3620.4 	4682.5 	4294.4 	3924.9 	4347.3 	3275.8 
