freq,unit,sector,expend,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,TOT_SEC,ASERV,ED35,CH	: 	: 	: d	: 	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35,CY	0.1 d	1.0 	1.0 	1.1 	1.0 	1.0 	0.9 	0.9 	0.9 
A,MIO_EUR,TOT_SEC,ASERV,ED35,CZ	74.4 	68.4 	64.4 	66.3 	68.7 	71.5 	109.5 	118.1 	119.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35,DE	84.8 	84.5 	88.2 	90.3 	93.5 	94.2 	94.5 	97.2 d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,DK	: 	: 	: 	: 	0.6 	1.0 	0.5 	1.4 	0.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35,EE	0.1 	2.7 	: 	: 	1.3 	1.4 	1.4 	1.3 	1.1 
A,MIO_EUR,TOT_SEC,ASERV,ED35,EL	9.4 	16.7 	15.9 	9.6 	11.3 	11.6 	13.1 	12.9 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35,ES	60.6 	63.1 d	63.6 d	63.8 d	65.7 d	67.4 d	76.0 d	75.2 d	65.7 d
A,MIO_EUR,TOT_SEC,ASERV,ED35,FI	: 	: d	141.0 d	117.9 d	109.6 d	100.8 d	95.1 d	95.1 d	87.0 d
A,MIO_EUR,TOT_SEC,ASERV,ED35,FR	1160.6 	1133.5 	1131.7 	1105.2 	1114.5 	1118.3 	1096.4 	1102.2 	975.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35,HR	: d	1.1 	1.2 	0.0 	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,HU	12.3 	14.6 	9.7 	11.2 	16.4 	53.3 	67.3 	47.0 	36.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35,IE	: 	: z	: z	: z	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35,IS	: 	: 	: 	: 	: 	: 	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED35,LT	4.3 	4.4 	4.4 	4.5 	5.5 	5.3 	4.8 	5.0 	4.2 
A,MIO_EUR,TOT_SEC,ASERV,ED35,LU	13.2 	12.8 	18.8 	19.2 	25.8 	24.9 	14.2 	17.1 	16.6 
A,MIO_EUR,TOT_SEC,ASERV,ED35,LV	0.0 	: 	1.9 	1.3 	1.3 	1.3 	1.4 	1.3 	1.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,TOT_SEC,ASERV,ED35,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED35,NO	: d	: d	0.0 	158.2 	155.3 	151.5 	196.2 	198.8 	192.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35,PL	119.6 	: d	123.8 d	123.8 	123.5 	142.4 	151.7 	141.5 	138.0 
A,MIO_EUR,TOT_SEC,ASERV,ED35,PT	: d	: 	: d	: d	: d	: d	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,RO	0.0 	0.8 	4.8 	2.3 	2.8 	2.7 	2.9 	3.1 	1.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35,SE	266.3 	266.7 	249.5 	246.5 	199.1 	208.5 	205.6 	207.1 	208.9 
A,MIO_EUR,TOT_SEC,ASERV,ED35,SI	: d	0.0 	: d	: d	: 	: 	13.1 	14.3 	13.7 
A,MIO_EUR,TOT_SEC,ASERV,ED35,SK	: 	52.1 	52.1 	57.7 	57.3 	70.7 	62.3 	66.8 	56.1 
A,MIO_EUR,TOT_SEC,ASERV,ED35,TR	347.6 	317.7 	371.4 	327.0 	: 	219.7 	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35,UK	251.2 	1086.9 	541.1 	890.5 b	1072.5 	1200.7 	1279.7 	1359.8 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,AT	126.6 	137.7 	135.2 	143.8 	146.1 	133.6 	155.4 	155.1 	150.6 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,BE	96.8 	97.7 	96.2 	112.8 	119.8 	93.3 	85.4 	99.2 	129.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,BG	6.3 	7.2 	8.9 	7.9 	11.0 	15.2 	14.1 	16.6 	16.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,CY	0.1 	1.0 	1.0 	1.1 	: 	1.0 	0.9 	0.9 	0.9 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,CZ	75.0 	68.9 	64.8 	66.7 	69.1 	71.9 	110.0 	118.6 	120.1 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,DE	119.7 	119.1 	122.9 	124.6 	129.5 	133.6 	134.5 	137.8 d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,DK	: 	: 	: 	: 	0.6 	1.0 	0.5 	1.4 	0.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,EE	0.9 	3.1 	: 	: 	1.8 	1.8 	1.7 	1.5 	1.3 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,EL	9.4 	16.9 	16.1 	9.7 	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,ES	60.6 	63.1 	63.6 	63.8 	65.7 	67.4 	76.0 	75.2 	65.7 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,FI	140.5 	142.0 	141.0 	117.9 	109.6 	100.8 	95.1 	95.1 	87.0 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,FR	1195.6 	1162.0 	1162.9 	1136.1 	1144.4 	1148.1 	1124.0 	1126.9 	996.2 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,HR	: d	1.1 	1.2 	0.0 	0.0 d	: d	: d	: z	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,HU	19.5 	22.4 	15.1 	19.2 	26.5 	77.9 	91.0 	59.1 	46.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,IE	: 	: 	: z	: z	: d	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,IS	: 	: 	: 	: 	: 	: 	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,IT	: 	: 	: 	: 	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,LT	7.0 	7.8 	7.8 	8.8 	11.1 	11.0 	10.0 	8.8 	7.2 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,LU	13.2 	12.8 	18.8 	19.2 	25.8 	24.9 	14.2 	17.1 	16.6 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,LV	0.0 	: 	2.2 	1.6 	1.6 	1.6 	1.6 	1.5 	1.7 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,NO	: d	: d	0.0 	163.2 	160.2 	156.7 	202.8 	205.7 	197.9 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,PL	124.6 	: d	128.6 d	128.4 	127.4 	146.2 	154.6 	143.0 	139.4 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,PT	: d	: 	: d	: d	: d	: d	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,RO	0.0 	2.7 	6.3 	5.4 	3.9 	3.6 	4.7 	4.4 	3.2 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,SE	266.3 	266.7 	249.5 	246.5 	199.1 	208.5 	205.6 	207.1 	208.9 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,SI	13.2 	0.0 	: d	: d	: 	: 	13.1 	14.3 	13.7 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,SK	: 	56.5 	56.2 	61.7 	60.6 	73.9 	66.2 	71.3 	59.5 
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,TR	347.6 	317.7 	371.4 	327.0 	: 	219.7 	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED35_45,UK	251.2 	1086.9 	541.1 	890.5 b	1565.6 	1200.7 	1279.7 	1359.8 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,AT	173.8 	186.4 	183.2 	196.1 	200.2 	186.5 	222.8 	226.0 	215.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,BE	168.6 	171.9 	170.9 	199.0 	210.5 	162.5 	149.2 	175.5 	225.1 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,BG	11.4 	14.2 	17.7 	15.6 	23.0 	28.7 	28.5 	33.5 	32.5 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,CY	1.5 	6.8 	6.2 	6.7 	6.5 	6.2 	6.1 	6.0 	6.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,CZ	95.9 	87.9 	82.7 	85.4 	: 	: 	: 	157.9 	160.2 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,DE	778.4 	779.6 	811.4 	815.8 	842.3 	860.5 	875.0 	906.1 d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,DK	: 	: 	: 	: 	2.8 	5.1 	5.3 	5.5 	2.7 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,EE	1.0 	4.0 	: 	: 	2.5 	2.7 	2.7 	3.0 	2.6 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,ES	326.5 	398.9 	392.0 	402.0 	405.4 	396.9 	461.4 	483.4 	392.8 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,EU27_2020	: 	: 	: 	: 	: 	6269.9 d	6106.1 d	6463.3 d	: 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,EU28	: 	: 	: 	: 	: 	9864.1 d	9307.4 d	9688.2 d	: 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,FI	184.3 	186.7 	185.3 	161.4 	152.8 	144.7 	137.9 	139.4 	125.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,FR	3075.2 	3029.6 	3029.5 	3021.1 	3086.4 	3125.0 	3132.4 	3149.8 	2715.9 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,HR	2.5 	1.4 	1.5 	426.9 	0.0 d	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,HU	77.5 	83.5 	61.6 	80.6 	81.6 	178.6 	180.8 	136.9 	109.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,IE	: 	: 	: z	: z	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,IS	: 	: 	: 	: 	: 	: 	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,IT	109.7 	75.8 	134.3 	71.8 	158.5 	158.4 	28.2 	13.0 	13.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,LT	12.5 	12.8 	13.0 	14.0 	15.8 	16.3 	15.2 	14.5 	12.1 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,LU	21.7 	22.5 	29.0 	30.1 	43.4 	38.4 	22.6 	27.4 	27.1 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,LV	0.0 	: 	5.0 	3.6 	3.7 	3.6 	3.8 	3.6 	4.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,MT	0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.3 	0.3 	1.1 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,NO	: 	0.0 d	0.0 	308.7 	303.1 	299.4 	300.3 	304.6 	268.2 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,PL	161.8 	: d	167.3 d	168.9 	164.8 	195.5 	206.2 	237.5 	230.0 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,PT	234.5 d	182.6 	161.8 	30.8 	33.4 	167.1 	: 	130.3 	24.7 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,RO	0.0 	3.7 	12.3 	7.8 	6.3 	6.1 	7.2 	6.9 	4.8 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,SE	455.9 	456.6 	427.2 	422.1 	446.1 	464.8 	472.6 	469.6 	461.5 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,SI	31.1 	37.6 	34.9 	36.1 	: 	: 	21.8 	21.9 	20.8 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,SK	: 	83.2 	83.1 	93.6 	96.0 	118.4 	105.6 	115.1 	93.3 
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,TR	772.5 	690.6 	844.6 	840.3 	: 	561.5 	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED3_4,UK	937.5 	1906.3 	1049.2 	2719.9 b	3845.1 	2799.1 	3201.3 	3224.9 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED45,AT	7.4 	13.2 	13.1 	13.5 	18.1 	7.7 	7.4 	6.6 	5.9 
A,MIO_EUR,TOT_SEC,ASERV,ED45,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,BG	0.1 	0.1 	0.4 	0.3 	0.4 	3.3 	0.4 	0.4 	0.4 
A,MIO_EUR,TOT_SEC,ASERV,ED45,CH	: 	: 	: d	: 	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED45,CY	: d	0.0 	0.0 	0.0 	: 	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,CZ	0.5 	0.5 	0.4 	0.4 	0.4 	0.4 	0.5 	0.5 	0.5 
A,MIO_EUR,TOT_SEC,ASERV,ED45,DE	34.9 	34.6 	34.7 	34.3 	36.0 	39.4 	40.0 	40.6 	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,EE	0.8 	0.5 	: 	: 	0.5 	0.4 	0.3 	0.3 	0.2 
A,MIO_EUR,TOT_SEC,ASERV,ED45,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,FI	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,FR	35.0 	28.5 	31.2 	30.9 	29.9 	29.8 	27.6 	24.7 	20.8 
A,MIO_EUR,TOT_SEC,ASERV,ED45,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,HU	7.2 	7.8 	5.4 	8.0 	10.1 	24.6 	23.7 	12.1 	10.1 
A,MIO_EUR,TOT_SEC,ASERV,ED45,IE	: z	: 	: z	: z	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED45,IS	: 	: 	: 	: 	: 	: 	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,IT	0.0 	0.0 	0.0 	0.0 	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,LT	2.7 	3.4 	3.4 	4.3 	5.6 	5.7 	5.1 	3.8 	3.0 
A,MIO_EUR,TOT_SEC,ASERV,ED45,LU	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,TOT_SEC,ASERV,ED45,LV	0.0 	: 	0.3 	0.3 	0.3 	0.3 	0.2 	0.2 	0.2 
A,MIO_EUR,TOT_SEC,ASERV,ED45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,TOT_SEC,ASERV,ED45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,NO	: d	: d	0.0 	5.0 	5.0 	5.1 	6.7 	6.9 	5.5 
A,MIO_EUR,TOT_SEC,ASERV,ED45,PL	5.0 	: d	4.7 	4.5 	3.9 	3.8 	2.9 	1.4 	1.3 
A,MIO_EUR,TOT_SEC,ASERV,ED45,PT	: d	: d	: d	: d	: d	: d	: 	: d	: d
A,MIO_EUR,TOT_SEC,ASERV,ED45,RO	0.0 	1.9 	1.5 	3.1 	1.1 	0.9 	1.8 	1.3 	1.7 
A,MIO_EUR,TOT_SEC,ASERV,ED45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_EUR,TOT_SEC,ASERV,ED45,SE	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_EUR,TOT_SEC,ASERV,ED45,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,SK	: 	4.5 	4.2 	4.0 	3.3 	3.2 	3.9 	4.5 	3.4 
A,MIO_EUR,TOT_SEC,ASERV,ED45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,ASERV,ED45,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_EUR,TOT_SEC,CAP,ED25,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,BG	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,CZ	0.5 	0.5 	0.6 	0.7 	0.5 	0.6 	1.3 	1.2 	1.0 
A,MIO_EUR,TOT_SEC,CAP,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,DK	: z	: z	: z	: 	: z	: z	0.8 	1.1 	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,EE	: z	0.3 	0.8 	0.3 	0.1 	0.1 	0.3 	0.7 	0.1 
A,MIO_EUR,TOT_SEC,CAP,ED25,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_EUR,TOT_SEC,CAP,ED25,ES	0.0 	: d	: dz	: dz	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,HR	: d	: d	: d	: d	: z	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,HU	0.1 	0.1 	0.5 	0.6 	0.7 	0.2 	0.4 	0.5 	0.3 
A,MIO_EUR,TOT_SEC,CAP,ED25,IE	: d	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,IT	6.6 	4.8 	2.5 	1.8 	1.6 	1.3 	1.4 	1.3 	2.2 
A,MIO_EUR,TOT_SEC,CAP,ED25,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,LT	2.6 	4.8 	3.5 	0.8 	0.9 	0.6 	0.8 	1.0 	2.2 
A,MIO_EUR,TOT_SEC,CAP,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,LV	0.2 	0.1 	0.2 	0.2 	0.0 	0.1 	0.3 	0.2 	0.2 
A,MIO_EUR,TOT_SEC,CAP,ED25,MT	0.0 	0.1 	0.1 	0.1 	0.0 	0.0 	0.1 	0.1 	0.3 
A,MIO_EUR,TOT_SEC,CAP,ED25,NL	368.9 	355.4 	308.8 	325.3 	325.5 	306.1 	318.8 	335.7 	335.6 
A,MIO_EUR,TOT_SEC,CAP,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,PT	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,RS	: 	: 	: z	: z	: 	: z	: 	: 	: 
A,MIO_EUR,TOT_SEC,CAP,ED25,SE	: 	: 	: d	: d	: d	: d	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,SK	: 	0.4 	0.4 	0.9 	0.9 	1.1 	1.2 	0.9 	1.0 
A,MIO_EUR,TOT_SEC,CAP,ED25,TR	: d	: 	: 	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED25,UK	24.7 	67.9 	37.4 	86.7 b	65.7 	61.1 	45.4 	36.7 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35,AT	54.2 	48.7 	53.3 	46.6 	43.7 	46.4 	45.2 	48.2 	70.4 
A,MIO_EUR,TOT_SEC,CAP,ED35,BE	93.2 d	112.1 d	114.1 d	107.9 d	148.2 d	138.8 	147.0 	152.0 d	157.6 d
A,MIO_EUR,TOT_SEC,CAP,ED35,BG	9.9 	11.2 	15.5 	8.5 	7.8 	8.4 	7.7 	12.0 	11.8 
A,MIO_EUR,TOT_SEC,CAP,ED35,CH	: 	: 	: d	: 	: 	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35,CY	3.0 d	0.8 	0.1 	1.6 	1.3 	0.7 	1.8 	1.9 	1.1 
A,MIO_EUR,TOT_SEC,CAP,ED35,CZ	67.3 	48.9 	73.0 	92.0 	54.6 	62.1 	173.2 	166.9 	135.5 
A,MIO_EUR,TOT_SEC,CAP,ED35,DE	2481.5 	2270.3 	2299.4 	2322.3 	2379.6 	2350.1 	2457.0 	2473.6 d	2699.7 d
A,MIO_EUR,TOT_SEC,CAP,ED35,DK	: 	: d	: d	: 	40.8 	35.0 	40.7 	65.5 	71.3 
A,MIO_EUR,TOT_SEC,CAP,ED35,EE	0.0 	12.0 	11.4 	8.1 	1.5 	1.8 	5.4 	10.7 	1.7 
A,MIO_EUR,TOT_SEC,CAP,ED35,EL	5.0 	5.7 	4.8 	3.2 	21.4 	21.6 	16.7 	22.2 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35,ES	352.1 	178.8 d	207.1 d	144.3 d	120.3 d	185.6 d	168.3 d	189.9 d	180.2 d
A,MIO_EUR,TOT_SEC,CAP,ED35,FI	: 	: d	178.9 d	168.0 d	174.2 d	172.8 d	127.3 d	157.1 d	187.6 d
A,MIO_EUR,TOT_SEC,CAP,ED35,FR	846.1 	930.8 	874.3 	857.4 	891.2 	883.7 	855.5 	951.0 	912.8 
A,MIO_EUR,TOT_SEC,CAP,ED35,HR	: d	7.0 	4.7 	6.3 	8.9 d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED35,HU	11.8 	5.7 	12.3 	8.1 	10.6 	42.0 	59.0 	55.9 	63.9 
A,MIO_EUR,TOT_SEC,CAP,ED35,IE	: d	: z	: z	: z	: d	: 	: 	: 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35,IS	1.3 	2.2 	: 	2.5 	: d	1.1 d	: d	1.4 	0.9 
A,MIO_EUR,TOT_SEC,CAP,ED35,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED35,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_EUR,TOT_SEC,CAP,ED35,LT	18.8 	27.3 	20.0 	4.3 	4.4 	2.5 	3.8 	5.7 	14.9 
A,MIO_EUR,TOT_SEC,CAP,ED35,LU	25.1 	17.9 	31.2 	21.5 	31.9 	26.4 	37.4 	40.7 	38.3 
A,MIO_EUR,TOT_SEC,CAP,ED35,LV	12.7 	4.8 	12.1 	14.8 	3.1 	8.1 	22.8 	27.4 	27.9 
A,MIO_EUR,TOT_SEC,CAP,ED35,MT	2.1 	2.1 	2.6 	6.0 	1.0 	1.1 	7.3 	3.3 	3.7 
A,MIO_EUR,TOT_SEC,CAP,ED35,NL	532.3 	412.9 	449.9 	450.6 	467.8 	519.2 	470.1 	470.6 	497.4 
A,MIO_EUR,TOT_SEC,CAP,ED35,NO	: d	: d	267.8 	238.8 	260.5 	315.8 	295.3 	257.5 	165.3 
A,MIO_EUR,TOT_SEC,CAP,ED35,PL	88.4 	92.9 	100.5 d	82.8 	85.9 	154.1 	207.4 	230.1 	183.9 
A,MIO_EUR,TOT_SEC,CAP,ED35,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_EUR,TOT_SEC,CAP,ED35,RO	0.2 	1.0 	1.0 	1.8 	1.9 	1.7 	2.4 	3.5 	34.4 
A,MIO_EUR,TOT_SEC,CAP,ED35,RS	: 	4.9 d	5.0 d	5.7 d	: 	8.2 d	: 	: 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35,SE	229.8 	207.3 	212.5 	197.4 	140.8 	124.1 	121.3 	122.5 	125.4 
A,MIO_EUR,TOT_SEC,CAP,ED35,SI	: d	37.1 	23.8 	17.7 	11.7 	25.6 	17.5 	17.0 	24.8 
A,MIO_EUR,TOT_SEC,CAP,ED35,SK	: 	10.9 	8.2 	24.3 	23.6 	25.5 	27.7 	40.1 	52.0 
A,MIO_EUR,TOT_SEC,CAP,ED35,TR	258.2 	366.4 	382.4 	418.8 	755.0 	606.5 	656.4 	367.9 	270.8 
A,MIO_EUR,TOT_SEC,CAP,ED35,UK	160.1 	192.7 	214.3 	277.7 b	314.4 	248.8 	174.2 	152.2 	: 
A,MIO_EUR,TOT_SEC,CAP,ED35_45,AT	56.1 	53.3 	54.2 	47.3 	44.3 	46.9 	45.9 	48.4 	72.5 
A,MIO_EUR,TOT_SEC,CAP,ED35_45,BE	93.2 	112.1 	114.1 	107.9 	148.2 	138.8 	147.0 	152.0 	157.6 
A,MIO_EUR,TOT_SEC,CAP,ED35_45,BG	10.0 	11.3 	15.8 	8.6 	7.9 	8.5 	7.9 	12.0 	11.9 
A,MIO_EUR,TOT_SEC,CAP,ED35_45,CH	131.9 	161.6 	: 	: 	: 	: 	: 	: 	: 
