freq,unit,sector,expend,isced11,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,BG	: z	: z	: z	: z	: z	: z	: z	: z	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,CZ	54.5 	55.8 	55.8 	54.8 	54.0 	40.8 	42.2 	39.9 	38.3 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,DK	: z	: z	: z	: 	: z	: z	8.1 	12.2 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,ES	: 	: d	: dz	: dz	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,HR	: z	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,HU	11.6 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,RS	: 	: 	: z	: z	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,SE	: 	: 	: d	: d	: d	: d	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,SK	: 	0.8 	1.6 	1.7 	0.5 	0.0 	0.3 	0.2 	0.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED25,UK	306.1 	882.3 	524.9 	874.5 b	701.1 	732.0 	512.9 	458.4 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,AT	41.4 	: d	43.2 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,BE	282.9 d	298.3 d	328.0 d	313.9 d	311.5 d	276.8 	251.1 	256.0 d	354.9 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,CH	: 	: 	: 	: 	: d	: 	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,CZ	1903.2 	2054.9 	2114.8 	2148.1 	2101.9 	2007.9 	2006.8 	1848.8 	1679.9 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,DE	108.2 	104.5 	95.2 	95.4 	97.2 	96.0 	93.7 	97.5 d	101.6 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,DK	: d	: d	: d	: 	35.2 	28.4 	14.5 	40.0 	12.1 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,FI	: d	: d	177.8 d	185.2 d	176.4 d	169.5 d	226.9 d	237.5 d	233.1 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,FR	624.0 	620.8 	638.6 	667.7 	656.8 	658.9 	643.1 	644.3 	704.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,HR	: z	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,HU	14442.3 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,IS	463.2 	495.2 	521.5 	617.7 	585.6 d	513.6 	548.4 	635.8 	575.7 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,LU	3.6 	3.9 	4.9 	3.8 	4.0 	3.7 	4.3 	4.6 	5.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	3755.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,SE	1808.0 	1707.4 	1773.0 	1844.3 	1293.0 	1382.9 	1603.8 	1817.4 	1908.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,SI	: d	: z	: z	: z	: z	: z	: z	: z	0.4 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,SK	: 	18.3 	14.4 	5.0 	2.3 	12.6 	11.9 	11.8 	18.9 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35,UK	1985.5 	2503.4 	3004.7 	2800.9 b	3354.4 	2979.7 	1964.4 	1904.5 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,AT	65.9 	: d	70.5 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,BE	282.9 	298.3 	328.0 	313.9 	311.5 	276.8 	251.1 	256.0 	354.9 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,CH	: 	: 	: 	: 	: d	: 	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,CZ	1910.2 	2063.3 	2123.7 	2158.2 	2114.0 	2016.1 	2012.7 	1855.2 	1686.8 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,DE	414.0 	405.2 	420.7 	431.2 	435.4 	443.8 	444.9 	464.5 d	481.0 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,DK	: d	: d	: d	: 	35.2 	28.4 	14.5 	40.0 	12.1 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,EE	0.0 	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,ES	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,FI	183.3 	184.8 	177.8 	185.2 	176.4 	169.5 	226.9 	237.5 	233.1 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,FR	630.8 	630.4 	648.2 	678.7 	670.3 	671.8 	655.8 	654.0 	712.7 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,HR	: z	: z	: z	: z	0.0 d	: d	: d	: z	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,HU	21332.0 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,IS	513.4 	546.6 	574.1 	683.1 	658.0 d	596.3 	643.8 	747.8 d	674.3 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,IT	: 	: 	: 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,LU	3.6 	3.9 	4.9 	3.8 	4.0 	3.7 	4.3 	4.6 	5.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	3755.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,SE	1868.8 	1782.0 	1858.1 	1946.9 	1401.1 	1497.8 	1730.5 	1942.4 	2068.1 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,SI	: d	: z	: z	: z	: z	: z	: z	: z	0.4 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,SK	: 	19.8 	16.3 	7.0 	2.8 	13.4 	12.8 	12.7 	20.1 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED35_45,UK	1985.5 	2503.4 	3004.7 	2800.9 b	3354.4 	2979.7 	1964.4 	1904.5 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,AT	120.0 	: d	132.2 	: d	: d	: d	: d	64.0 d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,BE	519.9 	537.8 	601.4 	543.7 	557.5 	513.9 	487.0 	469.2 	525.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,CH	: 	: 	: 	: 	: d	: 	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,CZ	2220.7 	2395.1 	2442.4 	2497.0 	2432.6 	2416.3 	2418.8 	2168.6 	1951.8 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,DE	606.6 	598.0 	624.6 	644.9 	655.6 	687.2 	688.8 	716.3 d	716.4 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,DK	228.6 	121.3 	124.6 	: 	161.4 	142.2 	154.9 	155.8 	79.4 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,EE	0.0 	0.0 	: z	: z	: z	2.2 	2.4 	4.6 	2.7 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,FI	204.6 	205.9 	198.0 	204.4 	196.4 	190.1 	247.0 	259.0 	253.8 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,FR	1295.4 	1310.4 	1334.6 	1386.2 	1450.9 	1457.5 	1458.5 	1484.0 	1439.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,HR	: z	: z	: z	: z	0.0 d	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,HU	34342.7 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,IS	1197.2 	1250.5 	1291.0 	1586.1 	1578.0 d	1701.4 	1821.1 	2078.7 d	1785.7 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,IT	357.9 	: 	237.0 	250.0 	201.9 	205.6 	201.4 	181.3 	175.8 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,LU	4.0 	4.2 	5.1 	4.1 	4.2 	4.0 	4.5 	4.8 	5.4 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,MT	0.9 	1.2 	1.2 	1.2 	1.4 	1.9 	1.5 	1.7 	1.6 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	3999.7 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,PT	35.8 d	31.0 	39.4 	42.3 	41.7 	34.5 	30.0 	37.2 	19.6 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,SE	3169.9 	3011.4 	3135.4 	3274.6 	3408.5 	3628.7 	4358.8 	4433.8 	4609.0 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,SI	: d	: d	: d	: d	: d	: d	: d	: d	2.9 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,SK	: 	20.2 	17.4 	10.6 	14.6 	27.1 	22.5 	22.3 	32.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED3_4,UK	3327.1 	4279.7 	4836.1 	4279.4 b	4680.8 	4634.6 	3505.2 	3328.9 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,AT	24.5 	: d	27.3 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,BE	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,CH	: 	: 	: d	: 	: d	: 	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,CZ	7.0 	8.4 	8.8 	10.1 	12.1 	8.2 	5.9 	6.5 	6.9 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,DE	305.8 	300.8 	325.5 	335.8 	338.2 	347.8 	351.2 	367.0 	379.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,DK	: z	: z	: z	: 	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,ES	: 	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,FI	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,FR	6.8 	9.6 	9.6 	11.0 	13.5 	12.9 	12.7 	9.7 	8.5 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,HR	: z	: z	: z	: z	: z	: d	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,HU	6889.8 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,IS	50.2 	51.4 	52.6 	65.4 	72.4 d	82.7 	95.4 	112.0 d	98.6 d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,IT	: d	: 	2.8 	2.0 	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,LU	0.0 	: z	: z	: z	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,NO	: d	: d	0.0 	0.0 	0.0 	0.0 	0.0 	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,PL	: 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,PT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,RO	0.0 	0.0 	: z	0.0 	0.0 	0.0 	0.0 	0.0 	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,RS	: 	: 	: 	: 	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,SE	60.8 	74.6 	85.1 	102.5 	108.1 	115.0 	126.7 	125.0 	159.6 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,SI	: d	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,SK	: 	1.5 	1.8 	2.0 	0.5 	0.8 	1.0 	0.9 	1.2 
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_OTH,ED45,UK	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,AT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,BE	: d	: d	: 	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,BG	: z	: z	: z	: z	: z	: z	: z	: z	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,CH	: z	: z	: z	: z	: z	: z	: z	: 	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,CY	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,CZ	1.6 	1.4 	1.6 	1.7 	1.9 	4.3 	5.4 	6.1 	6.7 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,DE	: z	: z	: z	: z	: z	: z	: z	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,DK	: z	: z	: z	: 	: z	: z	: d	: d	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,EE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,EL	: z	: z	: z	: z	: z	: z	: z	: z	: 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,ES	: 	: d	: dz	: dz	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,FI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,FR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,HR	: z	: z	: z	: z	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,HU	1.7 	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,IE	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,IS	: dz	: dz	: z	: z	: dz	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,IT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,LI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,LT	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,LU	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,LV	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,NL	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,NO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,PL	: 	: d	: d	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,PT	: d	: 	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,RO	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,RS	: 	: 	: z	: z	: 	: z	: 	: 	: 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,SE	: 	: 	: d	: d	: d	: d	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,SI	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,SK	: 	0.2 	0.2 	0.2 	0.2 	0.4 	0.4 	0.4 	0.4 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,TR	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED25,UK	168.7 	486.1 	272.2 	501.5 b	475.5 	486.0 	472.9 	502.1 	: 
A,MIO_NAC,PRIV_DEP,CUR_RET,ED35,AT	: d	: d	: d	: d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED35,BE	0.0 d	365.5 d	: 	0.0 d	: d	: d	: d	: d	: d
A,MIO_NAC,PRIV_DEP,CUR_RET,ED35,BG	: z	: z	: z	: z	: z	: z	: z	: z	: z
A,MIO_NAC,PRIV_DEP,CUR_RET,ED35,CH	: 	: 	: 	: 	: d	: 	: 	: 	: 
